Código SIGEP,Nombre de la entidad,Nit,Orden,Suborden,Código DIVIPOLA Departamento,Departamento,Código DIVIPOLA Municipio ,Municipio,Clasificación Orgánica,Sector,Nivel,Tipo de Vinculacíon ,Naturaleza jurídica ,Longitud,Latitud,Año,Trimestre,Fuente,Sexo: Hombres,Sexo: Mujeres,Sexo: No reporta,Número contratistas,Número servidores públicos,Nivel: Postgrado,Nivel: Profesional,Nivel: Técnicas - Tecnológicas,Nivel: Secundaria,Nivel: Primaria,Nivel: No reporta,Edad: 18-21,Edad: 22-24,Edad: 25-28,Edad: No reporta
2740,DIRECCION DE TRANSITO Y TRANSPORTE - FLORIDABLANCA,800115171,Territorial,Municipal,68,Santander,276,FLORIDABLANCA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-73,106969","7,072392",2020,4,Ultima actualización: Diciembre 2020,11,17,0,27,1,0,14,8,6,0,0,2,5,21,0
1142,ALCALDÍA DE SORACÁ,800015909,Territorial,Municipal,15,Boyacá,764,SORACÁ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,332701","5,500849",2020,4,Ultima actualización: Diciembre 2020,4,10,0,11,3,2,7,3,2,0,0,2,3,9,0
8027,"UNIDAD DE PLANIFICACIÓN DE TIERRAS RURALES, ADECUACIÓN DE TIERRAS Y USOS AGROPECUARIOS",900.479.658-7,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Agropecuario, Pesquero y de Desarrollo Rural",Central,Adscripción,Unidad Administrativa Especial sin Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,6,5,0,11,0,5,6,0,0,0,0,0,0,11,0
0234,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,830000167-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Salud y Protección Social,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,10,7,0,17,0,4,10,3,0,0,0,0,6,11,0
0977,ALCALDÍA DE ROVIRA,800100138,Territorial,Municipal,73,Tolima,624,ROVIRA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,239679","4,239304",2020,4,Ultima actualización: Diciembre 2020,2,0,0,2,0,1,1,0,0,0,0,0,1,1,0
2874,RED SALUD DEL CENTRO DEL MUNICIPIO DE CALI,805027261,Territorial,Municipal,76,Valle del Cauca,001,CALI,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-76,531985","3,451647",2020,4,Ultima actualización: Diciembre 2020,1,3,0,0,4,0,4,0,0,0,0,0,2,2,0
0363,UNIVERSIDAD POPULAR DEL CESAR,892300285,Nacional,No Aplica,20,Cesar,001,VALLEDUPAR,Entes autónomos,Educación,No Aplica,Régimen Autónomo,Ente Universitario Autónomo,"-73,243633","10,474245",2020,4,Ultima actualización: Diciembre 2020,3,8,0,10,1,0,11,0,0,0,0,0,1,10,0
1133,ALCALDÍA DE SOLANO,800095786,Territorial,Municipal,18,Caquetá,756,SOLANO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,253555",",699152",2020,4,Ultima actualización: Diciembre 2020,4,1,0,0,5,1,1,1,2,0,0,0,1,4,0
0276,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA,899999054-7,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Función Pública,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,47,71,0,118,0,12,65,15,23,3,0,5,33,80,0
8432,ALIMENTOS PARA APRENDER,901377527-6,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Educación,Central,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1191,ALCALDÍA DE TINJACÁ,800028436,Territorial,Municipal,15,Boyacá,808,TINJACÁ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,64719","5,578688",2020,4,Ultima actualización: Diciembre 2020,2,3,0,3,2,1,1,2,1,0,0,0,2,3,0
0143,ALCALDÍA DE BOCHALEMA,890505662,Territorial,Municipal,54,Norte de Santander,099,BOCHALEMA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,647352","7,612039",2020,4,Ultima actualización: Diciembre 2020,3,7,0,9,1,0,6,4,0,0,0,1,2,7,0
1025,ALCALDÍA DE SAN FRANCISCO - CUNDINAMARCA,899999173,Territorial,Municipal,25,Cundinamarca,658,SAN FRANCISCO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,291386","4,974252",2020,4,Ultima actualización: Diciembre 2020,3,7,0,9,1,5,3,2,0,0,0,1,1,8,0
0635,ALCALDÍA DE GUATAQUÍ,800011271,Territorial,Municipal,25,Cundinamarca,324,GUATAQUÍ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,790311","4,517444",2020,4,Ultima actualización: Diciembre 2020,1,1,0,2,0,0,1,0,1,0,0,0,1,1,0
0888,CORPORACION AUTONOMA REGIONAL DE CHIVOR -,800252037,Nacional,No Aplica,15,Boyacá,299,GARAGOA,Entes autónomos,Ambiente y Desarrollo Sostenible,No Aplica,Régimen Autónomo,Órganos autónomos,"-73,365046","5,082453",2020,4,Ultima actualización: Diciembre 2020,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0
0578,ALCALDÍA DE FLANDES,800100055,Territorial,Municipal,73,Tolima,275,FLANDES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,812294","4,286731",2020,4,Ultima actualización: Diciembre 2020,0,4,0,4,0,0,2,0,2,0,0,0,3,1,0
3438,HOSPITAL LOCAL DE ARJONA,806007923,Territorial,Municipal,13,Bolívar,052,ARJONA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,347308","10,252471",2020,4,Ultima actualización: Diciembre 2020,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0527,ALCALDÍA DE EL CAIRO,800100515,Territorial,Municipal,76,Valle del Cauca,246,EL CAIRO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,222146","4,761034",2020,4,Ultima actualización: Diciembre 2020,4,2,0,5,1,1,1,3,1,0,0,3,1,2,0
0592,ALCALDÍA DE FUNZA,899999433,Territorial,Municipal,25,Cundinamarca,286,FUNZA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,21225","4,717029",2020,4,Ultima actualización: Diciembre 2020,21,54,0,70,5,6,35,18,16,0,0,8,20,47,0
8243,METRO DE BOGOTÁ S.A.,NULL,Territorial,Distrital,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Sociedad de Economía Mixta,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,4,2,0,5,1,3,2,1,0,0,0,0,0,6,0
4763,INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACIÓN DE FLORIDABLANCA,804007267,Territorial,Municipal,68,Santander,276,FLORIDABLANCA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-73,106969","7,072392",2020,4,Ultima actualización: Diciembre 2020,1,4,0,4,1,1,0,2,2,0,0,0,0,5,0
3379,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,Territorial,Departamental,50,Meta,001,VILLAVICENCIO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,63769","4,151382",2020,4,Ultima actualización: Diciembre 2020,46,133,0,179,0,1,89,77,12,0,0,7,33,139,0
6349,GOBERNACIÓN DE CUNDINAMARCA,899999114-0,Territorial,Departamental,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,229,252,0,391,90,28,234,139,80,0,0,29,137,315,0
1183,ALCALDÍA DE TIBACUY,800018689-5,Territorial,Municipal,25,Cundinamarca,805,TIBACUY,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,45254","4,347837",2020,4,Ultima actualización: Diciembre 2020,0,3,0,3,0,0,0,3,0,0,0,1,0,2,0
4554,INSTITUTO DE DESARROLLO URBANO - IDU,899999081,Territorial,Distrital,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,42,57,0,98,1,29,45,21,4,0,0,3,15,81,0
0056,ALCALDÍA DE AGUACHICA,800096561-4,Territorial,Municipal,20,Cesar,011,AGUACHICA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,611665","8,305925",2020,4,Ultima actualización: Diciembre 2020,3,15,0,17,1,5,7,3,3,0,0,2,5,11,0
0441,ALCALDÍA DE OCAÑA,800099250,Territorial,Municipal,54,Norte de Santander,498,OCAÑA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,35322","8,25205",2020,4,Ultima actualización: Diciembre 2020,1,2,0,3,0,0,0,1,2,0,0,0,0,3,0
3423,HOSPITAL LOCAL OBANDO,891901041-1,Territorial,Municipal,76,Valle del Cauca,497,OBANDO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,972669","4,575601",2020,4,Ultima actualización: Diciembre 2020,5,15,0,20,0,0,10,8,2,0,0,1,7,12,0
0571,ALCALDÍA DE ENCISO,890209666,Territorial,Municipal,68,Santander,266,ENCISO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,70001","6,66756",2020,4,Ultima actualización: Diciembre 2020,3,10,0,11,2,0,6,7,0,0,0,2,4,7,0
0223,ALCALDÍA DE CHINCHINÁ,890801133,Territorial,Municipal,17,Caldas,174,CHINCHINÁ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,60526","4,98273",2020,4,Ultima actualización: Diciembre 2020,12,10,0,15,7,2,14,4,2,0,0,0,9,13,0
5333,FIDUCIARIA LA PREVISORA S.A.,860525148-5,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Descentralizado,Vinculación,Sociedad de Economía Mixta,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,2,2,0,0,4,1,1,2,0,0,0,1,1,2,0
5253,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS,800237214-1,Nacional,No Aplica,19,Cauca,001,POPAYÁN,Ejecutiva,Interior,Descentralizado,Adscripción,Establecimiento Público,"-76,614739","2,444814",2020,4,Ultima actualización: Diciembre 2020,1,11,0,12,0,0,8,4,0,0,0,0,1,11,0
1174,ALCALDÍA DE SUTATAUSA,899999476,Territorial,Municipal,25,Cundinamarca,781,SUTATAUSA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,852667","5,247295",2020,4,Ultima actualización: Diciembre 2020,2,3,0,5,0,0,2,0,3,0,0,1,3,1,0
1017,ALCALDÍA DE SAN CAYETANO - CUNDINAMARCA,800094751-8,Territorial,Municipal,25,Cundinamarca,653,SAN CAYETANO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,069702","5,301222",2020,4,Ultima actualización: Diciembre 2020,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0
3315,HOSPITAL  SANTA MONICA  -DOSQUEBRADAS,891411663,Territorial,Municipal,66,Risaralda,170,DOSQUEBRADAS,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,680568","4,831826",2020,4,Ultima actualización: Diciembre 2020,1,5,0,1,5,1,2,3,0,0,0,0,2,4,0
3618,HOSPITAL SAN VICENTE DE PAUL FOMEQUE,800174375,Territorial,Municipal,25,Cundinamarca,279,FOMEQUE,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,895359","4,486748",2020,4,Ultima actualización: Diciembre 2020,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0
0100,ALCALDÍA DE ARAUCA,800102504,Territorial,Municipal,81,Arauca,001,ARAUCA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-70,758423","7,088582",2020,4,Ultima actualización: Diciembre 2020,40,36,0,74,2,7,25,38,6,0,0,3,18,55,0
0236,COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO,830000212-6,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Vivienda Ciudad y Territorio,Central,Adscripción,Unidad Administrativa Especial sin Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,4,12,0,11,5,7,8,0,1,0,0,0,2,14,0
3790,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS LIBORINA SA,900154296,Territorial,Municipal,05,Antioquia,411,LIBORINA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-75,811744","6,67745",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0039,"ALCALDÍA DISTRITAL DE BARRANQUILLA, DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO",890102018-1,Territorial,Distrital,08,Atlántico,001,BARRANQUILLA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,806981","11,004107",2020,4,Ultima actualización: Diciembre 2020,11,6,0,0,17,2,8,7,0,0,0,0,2,15,0
4418,GOBERNACIÓN DE SANTANDER,890201235-6,Territorial,Departamental,68,Santander,001,BUCARAMANGA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-73,122742","7,119349",2020,4,Ultima actualización: Diciembre 2020,30,43,0,35,38,6,23,23,21,0,0,5,13,55,0
4419,GOBERNACIÓN DE TOLIMA,800113672 7,Territorial,Departamental,73,Tolima,001,IBAGUÉ,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-75,242438","4,444676",2020,4,Ultima actualización: Diciembre 2020,50,60,0,104,6,2,66,3,39,0,0,2,22,86,0
0012,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,899999053-1,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Tecnologías de la Información y las Comunicaciones,Central,Cabeza,Ministerio,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4729,INSTITUTO DE MOVILIDAD DE PEREIRA,816000558,Territorial,Municipal,66,Risaralda,001,PEREIRA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-75,690601","4,808717",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0005,MINISTERIO DE DEFENSA NACIONAL,899999003,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Defensa,Central,Cabeza,Ministerio,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,15,19,0,6,28,2,26,0,6,0,0,1,9,24,0
0285,ALCALDÍA DE CÓRDOBA  NARIÑO,800035024,Territorial,Municipal,52,Nariño,215,CÓRDOBA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,3104",",5112",2020,4,Ultima actualización: Diciembre 2020,1,1,0,2,0,0,1,1,0,0,0,0,0,2,0
0887,CORPORACION AUTONOMA REGIONAL DE BOYACA,800252843,Nacional,No Aplica,15,Boyacá,001,TUNJA,Entes autónomos,Ambiente y Desarrollo Sostenible,No Aplica,Régimen Autónomo,Órganos autónomos,"-73,357557","5,544642",2020,4,Ultima actualización: Diciembre 2020,18,55,0,73,0,27,37,8,1,0,0,3,18,52,0
6184,TERMINAL DE TRANSPORTES DE SOGAMOSO LTDA.,891855336,Territorial,Municipal,15,Boyacá,759,SOGAMOSO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Sociedad de Economía Mixta,"-72,931129","5,716085",2020,4,Ultima actualización: Diciembre 2020,2,0,0,0,2,0,1,1,0,0,0,0,1,1,0
8029,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS,900523392-1,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Justicia y del Derecho,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,5,8,0,12,1,3,9,1,0,0,0,0,3,10,0
4834,ALCALDÍA DE ARMENIA - QUINDÍO,890000464-3,Territorial,Municipal,63,Quindio,001,ARMENIA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,675689","4,535",2020,4,Ultima actualización: Diciembre 2020,6,3,0,3,6,3,3,1,2,0,0,1,0,8,0
0397,ALCALDÍA DE FUNES,800099089,Territorial,Municipal,52,Nariño,287,FUNES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,448926","1,001167",2020,4,Ultima actualización: Diciembre 2020,1,1,0,2,0,0,2,0,0,0,0,0,2,0,0
0699,ALCALDÍA DE LA PAZ ROBLES - CESAR,800096605,Territorial,Municipal,20,Cesar,621,LA PAZ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,55458","9,83319",2020,4,Ultima actualización: Diciembre 2020,15,8,0,20,3,1,8,10,4,0,0,2,5,16,0
0020,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA,899999027-8,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Estadísticas,Central,Cabeza,Departamento Administrativo,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,403,866,0,1264,5,6,524,186,553,0,0,59,275,935,0
0212,ALCALDÍA DE CERRO DE SAN ANTONIO,891780042,Territorial,Municipal,47,Magdalena,161,CERRO SAN ANTONIO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,868681","10,327095",2020,4,Ultima actualización: Diciembre 2020,12,9,0,17,4,0,3,1,17,0,0,7,8,6,0
2839,HOSPITAL NIÑO JESUS,802006728,Territorial,Departamental,08,Atlántico,001,BARRANQUILLA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-74,806981","11,004107",2020,4,Ultima actualización: Diciembre 2020,17,30,0,47,0,0,20,26,1,0,0,8,20,19,0
4785,INSTITUTO PARA EL DEPORTE Y LA RECREACIÓN DE AGUAZUL,844000963,Territorial,Municipal,85,Casanare,010,AGUAZUL,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-72,550819","5,170847",2020,4,Ultima actualización: Diciembre 2020,3,1,0,4,0,0,0,2,2,0,0,0,2,2,0
1272,ALCALDÍA DE VITERBO,800090833,Territorial,Municipal,17,Caldas,877,VITERBO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,872356","5,060578",2020,4,Ultima actualización: Diciembre 2020,2,2,0,3,1,0,1,3,0,0,0,0,2,2,0
0043,"ALCALDÍA DISTRITAL DE SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HÍSTORICO",891780009 - 4,Territorial,Distrital,47,Magdalena,001,SANTA MARTA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,211023","11,240355",2020,4,Ultima actualización: Diciembre 2020,35,73,0,108,0,10,45,46,7,0,0,6,30,72,0
4414,GOBERNACIÓN DE NORTE DE SANTANDER,800103927,Territorial,Departamental,54,Norte de Santander,001,CÚCUTA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-72,49669","7,889097",2020,4,Ultima actualización: Diciembre 2020,22,28,0,47,3,6,30,11,3,0,0,0,14,36,0
3417,HOSPITAL LA INMACULADA - CHIMICHAGUA,892300179,Territorial,Municipal,20,Cesar,175,CHIMICHAGUA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,812877","9,257143",2020,4,Ultima actualización: Diciembre 2020,1,4,0,2,3,0,3,2,0,0,0,0,3,2,0
0368,CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA,892115314,Nacional,No Aplica,44,La Guajira,001,RIOHACHA,Entes autónomos,Ambiente y Desarrollo Sostenible,No Aplica,No Aplica,Órganos autónomos,"-72,916784","11,538415",2020,4,Ultima actualización: Diciembre 2020,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5937,UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL,899999059-3,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Transporte,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,23,10,0,0,33,1,1,2,29,0,0,6,10,17,0
6137,FONDO NACIONAL DE GARANTÍAS S.A.,860402272-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Comercio, Industria y Turismo",Descentralizado,Vinculación,Sociedad de Economía Mixta,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,2,3,0,1,4,3,2,0,0,0,0,0,1,4,0
1082,ALCALDÍA DE SANTA BÁRBARA - SANTANDER,890205973,Territorial,Municipal,68,Santander,705,SANTA BÁRBARA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,906681","6,990524",2020,4,Ultima actualización: Diciembre 2020,1,4,0,3,2,0,0,5,0,0,0,1,1,3,0
3778,EMPRESA DE SERVICIOS PUBLICOS DE VENADILLO,809005892,Territorial,Municipal,73,Tolima,861,VENADILLO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-74,931161","4,714815",2020,4,Ultima actualización: Diciembre 2020,2,1,0,2,1,0,2,0,1,0,0,0,0,3,0
4078,EMPRESAS PÚBLICAS - CONCORDIA,811007033,Territorial,Municipal,05,Antioquia,209,CONCORDIA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-75,908354","6,044979",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0923,ALCALDÍA DE PUERTO CONCORDIA,800172206,Territorial,Municipal,50,Meta,450,PUERTO CONCORDIA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,756234","2,623645",2020,4,Ultima actualización: Diciembre 2020,16,16,0,30,2,3,6,19,4,0,0,3,13,16,0
1192,ALCALDÍA DE TIQUISIO,800255213,Territorial,Municipal,13,Bolívar,810,TIQUISIO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,265643","8,55592",2020,4,Ultima actualización: Diciembre 2020,6,6,0,8,4,1,5,5,1,0,0,2,5,5,0
1118,ALCALDÍA DE SESQUILÉ,899999415,Territorial,Municipal,25,Cundinamarca,736,SESQUILÉ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,796925","5,045268",2020,4,Ultima actualización: Diciembre 2020,1,2,0,3,0,0,0,1,2,0,0,0,2,1,0
3435,HOSPITAL LOCAL DE AGUACHICA E.S.E.,824000785-2,Territorial,Municipal,20,Cesar,011,AGUACHICA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,611665","8,305925",2020,4,Ultima actualización: Diciembre 2020,13,35,0,40,8,0,21,26,1,0,0,6,17,25,0
0863,ALCALDÍA DE PENSILVANIA,890801137,Territorial,Municipal,17,Caldas,541,PENSILVANIA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,161426","5,38211",2020,4,Ultima actualización: Diciembre 2020,3,9,0,10,2,0,2,6,4,0,0,5,3,4,0
8037,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA,NULL,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Agropecuario, Pesquero y de Desarrollo Rural",Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,17,25,0,42,0,9,24,7,2,0,0,0,7,35,0
1212,ALCALDÍA DE TÚQUERRES,800099152,Territorial,Municipal,52,Nariño,838,TÚQUERRES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,618641","1,085739",2020,4,Ultima actualización: Diciembre 2020,9,15,0,21,3,1,9,10,4,0,0,2,7,15,0
3217,HOSPITAL  SAN JUAN DE DIOS  -COCORNÁ,890981108,Territorial,Municipal,05,Antioquia,197,COCORNÁ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,185598","6,057265",2020,4,Ultima actualización: Diciembre 2020,10,14,0,24,0,0,13,8,3,0,0,3,6,15,0
0013,MINISTERIO DE TRANSPORTE,899999055-4,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Transporte,Central,Cabeza,Ministerio,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,47,53,0,100,0,28,56,11,5,0,0,2,17,81,0
1235,ALCALDÍA DE VALLE DE SAN JOSÉ,890205460,Territorial,Municipal,68,Santander,855,VALLE DE SAN JOSÉ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,143786","6,448144",2020,4,Ultima actualización: Diciembre 2020,2,9,0,9,2,1,4,1,5,0,0,3,5,3,0
3774,EMPRESA DE SERVICIOS PUBLICOS DE TAME,800093257,Territorial,Municipal,81,Arauca,794,TAME,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-71,745515","6,457094",2020,4,Ultima actualización: Diciembre 2020,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1259,ALCALDÍA DE VILLAMARÍA,890801152,Territorial,Municipal,17,Caldas,873,VILLAMARÍA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,514771","5,042569",2020,4,Ultima actualización: Diciembre 2020,13,39,0,52,0,0,13,39,0,0,0,12,10,30,0
1373,BIBLIOTECA PÚBLICA PILOTO DE MEDELLIN PARA LA AMERICA LATINA,890980150,Territorial,Municipal,05,Antioquia,001,MEDELLÍN,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-75,564574","6,2530471",2020,4,Ultima actualización: Diciembre 2020,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4804,INSTITUTO PARA LA RECREACION Y EL DEPORTE DE TUNJA,820000807,Territorial,Municipal,15,Boyacá,001,TUNJA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-73,357557","5,544642",2020,4,Ultima actualización: Diciembre 2020,6,5,0,11,0,0,10,1,0,0,0,2,2,7,0
3434,HOSPITAL LOCAL CRISTIAN MORENO  - CURUMANI,824000426-3,Territorial,Municipal,20,Cesar,228,CURUMANÍ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,542566","9,201062",2020,4,Ultima actualización: Diciembre 2020,8,31,0,38,1,0,9,25,5,0,0,6,6,27,0
1199,ALCALDÍA DE TOLEDO - NORTE DE SANTANDER,890501362,Territorial,Municipal,54,Norte de Santander,820,TOLEDO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,480444","7,307025",2020,4,Ultima actualización: Diciembre 2020,25,10,0,35,0,1,10,12,12,0,0,5,9,21,0
